home_ownership,annual_inc,loan_amount,loan_condition
RENT,8280,2400,Good Loan
MORTGAGE,102000,20000,Good Loan
RENT,90000,8000,Good Loan
MORTGAGE,94000,24000,Good Loan
RENT,80000,35000,Good Loan
OWN,70000,17000,Good Loan
MORTGAGE,96000,12500,Good Loan
RENT,24000,12000,Bad Loan
RENT,35000,6400,Good Loan
RENT,35000,2400,Good Loan
MORTGAGE,140000,5000,Good Loan
RENT,110000,20000,Good Loan
RENT,45000,6000,Good Loan
RENT,50000,11500,Good Loan
RENT,66000,25000,Good Loan
RENT,43218,5300,Good Loan
RENT,33000,6400,Bad Loan
RENT,43000,16000,Good Loan
MORTGAGE,62510,20375,Good Loan
MORTGAGE,75000,15000,Good Loan
RENT,290000,30000,Good Loan
MORTGAGE,70000,21600,Good Loan
MORTGAGE,83400,21000,Good Loan
MORTGAGE,61200,35000,Good Loan
RENT,82500,12000,Good Loan
RENT,42000,5000,Good Loan
MORTGAGE,115000,24000,Good Loan
RENT,36000,4500,Good Loan
RENT,26400,3500,Good Loan
MORTGAGE,96000,5000,Good Loan
RENT,48000,2500,Good Loan
RENT,73000,20000,Bad Loan
MORTGAGE,34000,5000,Good Loan
RENT,25000,4000,Good Loan
MORTGAGE,46000,9325,Good Loan
MORTGAGE,96000,21600,Bad Loan
MORTGAGE,110000,10000,Good Loan
RENT,21640,6000,Bad Loan
MORTGAGE,120000,20000,Good Loan
RENT,85000,24000,Good Loan
MORTGAGE,61200,17000,Good Loan
RENT,63300,2400,Good Loan
MORTGAGE,89000,10000,Good Loan
RENT,55000,14000,Good Loan
MORTGAGE,40000,6700,Good Loan
OWN,46800,7000,Bad Loan
RENT,46000,9000,Good Loan
MORTGAGE,63478,7400,Good Loan
MORTGAGE,39300,14500,Bad Loan
RENT,55000,16950,Good Loan
RENT,18000,3600,Good Loan
RENT,64000,15000,Good Loan
MORTGAGE,160000,24000,Good Loan
MORTGAGE,19200,4950,Bad Loan
RENT,40000,5875,Good Loan
RENT,57000,20000,Good Loan
RENT,102000,10000,Good Loan
RENT,16080,3000,Good Loan
RENT,200000,25000,Good Loan
MORTGAGE,109592,35000,Bad Loan
RENT,64000,12000,Good Loan
MORTGAGE,95000,5000,Good Loan
RENT,12000,5825,Good Loan
MORTGAGE,30000,2000,Good Loan
MORTGAGE,35000,17500,Good Loan
MORTGAGE,60000,30000,Good Loan
MORTGAGE,70000,12500,Good Loan
MORTGAGE,125000,12000,Good Loan
RENT,27864,4600,Good Loan
MORTGAGE,63000,12000,Good Loan
MORTGAGE,50000,12000,Good Loan
MORTGAGE,45727,1000,Good Loan
OWN,35400,8000,Good Loan
OWN,30000,7500,Good Loan
RENT,27000,5800,Good Loan
RENT,40000,2400,Good Loan
RENT,120000,20000,Good Loan
MORTGAGE,38000,9375,Good Loan
MORTGAGE,80000,6000,Good Loan
OWN,65000,24000,Good Loan
RENT,14400,3825,Bad Loan
RENT,36000,10200,Good Loan
RENT,65000,17500,Bad Loan
MORTGAGE,49200,9250,Good Loan
MORTGAGE,137000,21500,Good Loan
RENT,16800,4000,Bad Loan
MORTGAGE,85000,35000,Bad Loan
RENT,70000,12000,Good Loan
RENT,44568,3200,Good Loan
RENT,76000,5000,Good Loan
RENT,30000,4350,Good Loan
OWN,53000,7475,Bad Loan
MORTGAGE,52800,2800,Bad Loan
RENT,23340,5300,Good Loan
RENT,40860,4000,Bad Loan
MORTGAGE,35352,9000,Good Loan
RENT,48000,8300,Good Loan
RENT,33000,12000,Good Loan
MORTGAGE,110000,16000,Good Loan
MORTGAGE,80000,25000,Good Loan
RENT,50000,15000,Good Loan
MORTGAGE,65000,20000,Bad Loan
MORTGAGE,63554,2500,Good Loan
MORTGAGE,60000,25600,Good Loan
RENT,49000,15000,Good Loan
MORTGAGE,82524,12000,Good Loan
RENT,70000,35000,Bad Loan
OWN,40000,11325,Good Loan
MORTGAGE,80000,21000,Good Loan
RENT,61200,2500,Good Loan
RENT,27900,10625,Good Loan
RENT,44000,14400,Bad Loan
MORTGAGE,150000,21250,Good Loan
RENT,79000,35000,Bad Loan
RENT,43200,4000,Bad Loan
RENT,61200,3000,Good Loan
RENT,42000,4800,Good Loan
MORTGAGE,50000,12000,Good Loan
RENT,70000,12000,Bad Loan
MORTGAGE,81360,6000,Good Loan
RENT,44000,6000,Good Loan
MORTGAGE,210000,14000,Good Loan
MORTGAGE,50000,22125,Bad Loan
MORTGAGE,85000,24000,Bad Loan
RENT,70000,12000,Good Loan
RENT,25000,9450,Good Loan
MORTGAGE,50000,8000,Good Loan
MORTGAGE,75000,5600,Good Loan
MORTGAGE,155000,30000,Good Loan
MORTGAGE,125000,23200,Good Loan
RENT,30000,9300,Bad Loan
OWN,45000,15000,Good Loan
RENT,23850,6075,Good Loan
MORTGAGE,50000,4000,Good Loan
RENT,90000,4350,Bad Loan
OWN,55000,11000,Good Loan
MORTGAGE,72000,5750,Good Loan
MORTGAGE,50000,10375,Good Loan
MORTGAGE,180000,9000,Good Loan
MORTGAGE,46500,10000,Good Loan
RENT,43000,20000,Bad Loan
RENT,40000,16000,Good Loan
MORTGAGE,60000,10000,Good Loan
MORTGAGE,98000,10000,Good Loan
RENT,35000,12875,Good Loan
OWN,29120,4000,Good Loan
RENT,54000,1000,Good Loan
RENT,65000,3500,Good Loan
MORTGAGE,73171,10200,Good Loan
RENT,38200,8875,Good Loan
RENT,62400,2300,Good Loan
RENT,53000,6850,Bad Loan
MORTGAGE,47500,6000,Good Loan
OWN,28000,12300,Good Loan
RENT,65000,14000,Good Loan
OWN,85000,14000,Good Loan
RENT,125000,16000,Good Loan
MORTGAGE,35900,6000,Good Loan
MORTGAGE,65000,6300,Good Loan
MORTGAGE,272000,35000,Good Loan
MORTGAGE,62000,6200,Good Loan
MORTGAGE,65000,7200,Good Loan
RENT,33000,4600,Good Loan
RENT,24000,10625,Good Loan
MORTGAGE,62000,1800,Good Loan
MORTGAGE,81012,15000,Good Loan
MORTGAGE,138000,18550,Bad Loan
RENT,35000,7000,Good Loan
MORTGAGE,40000,10200,Good Loan
RENT,45000,16000,Good Loan
RENT,21600,2000,Bad Loan
RENT,50000,13000,Good Loan
MORTGAGE,55000,8000,Good Loan
RENT,38400,7200,Good Loan
MORTGAGE,82000,35000,Bad Loan
OWN,49000,4400,Good Loan
MORTGAGE,200000,24000,Good Loan
RENT,67000,31825,Good Loan
MORTGAGE,38400,14000,Good Loan
MORTGAGE,65000,10000,Good Loan
MORTGAGE,31000,6000,Good Loan
MORTGAGE,100000,12000,Good Loan
RENT,27996,8000,Good Loan
MORTGAGE,52800,25000,Good Loan
RENT,95000,8000,Good Loan
MORTGAGE,38400,8000,Good Loan
RENT,250000,35000,Good Loan
RENT,47840,12000,Good Loan
RENT,60000,14000,Good Loan
RENT,70476,27525,Good Loan
MORTGAGE,82000,4400,Good Loan
MORTGAGE,60000,8000,Good Loan
MORTGAGE,150000,30000,Good Loan
MORTGAGE,60000,30000,Good Loan
MORTGAGE,115000,14000,Good Loan
MORTGAGE,180000,10000,Good Loan
RENT,30000,4900,Good Loan
MORTGAGE,47000,14000,Good Loan
MORTGAGE,31164,4500,Good Loan
MORTGAGE,126000,15000,Good Loan
MORTGAGE,53000,22800,Good Loan
MORTGAGE,72000,12000,Bad Loan
RENT,90000,20000,Good Loan
MORTGAGE,70000,25500,Bad Loan
RENT,39600,12000,Good Loan
RENT,75000,14000,Good Loan
RENT,185000,35000,Bad Loan
MORTGAGE,90000,17750,Bad Loan
RENT,24500,2400,Good Loan
MORTGAGE,95800,35000,Good Loan
MORTGAGE,92000,14000,Good Loan
MORTGAGE,97000,8000,Good Loan
RENT,31200,6000,Good Loan
RENT,37440,4400,Good Loan
RENT,45500,15000,Bad Loan
MORTGAGE,50000,2100,Good Loan
MORTGAGE,54000,18550,Bad Loan
RENT,37200,6000,Bad Loan
RENT,21000,6000,Good Loan
MORTGAGE,50000,6000,Good Loan
MORTGAGE,65000,14000,Good Loan
RENT,50400,9500,Good Loan
RENT,55000,6000,Good Loan
RENT,35000,4200,Good Loan
RENT,48000,20000,Good Loan
RENT,64548,1000,Good Loan
RENT,120000,18400,Good Loan
RENT,72000,12400,Good Loan
MORTGAGE,66000,15000,Good Loan
MORTGAGE,210000,8000,Good Loan
RENT,25000,2000,Good Loan
RENT,90000,10000,Good Loan
RENT,33535,16750,Good Loan
MORTGAGE,75000,14000,Good Loan
MORTGAGE,150000,30000,Good Loan
RENT,75000,10000,Good Loan
MORTGAGE,45975,10375,Good Loan
RENT,56650,5000,Good Loan
MORTGAGE,100000,9200,Good Loan
MORTGAGE,145000,34000,Good Loan
RENT,80000,35000,Good Loan
MORTGAGE,123000,12000,Bad Loan
RENT,38000,5000,Bad Loan
OWN,18816,6350,Bad Loan
MORTGAGE,85200,13000,Bad Loan
MORTGAGE,70000,35000,Bad Loan
MORTGAGE,66000,20000,Good Loan
MORTGAGE,200000,25000,Good Loan
MORTGAGE,72000,14000,Good Loan
MORTGAGE,184000,25000,Good Loan
MORTGAGE,49200,3600,Good Loan
MORTGAGE,40000,5500,Bad Loan
RENT,31800,3600,Good Loan
RENT,37000,5000,Good Loan
RENT,80000,12000,Good Loan
MORTGAGE,200000,16000,Good Loan
MORTGAGE,91000,15000,Good Loan
RENT,75000,20000,Good Loan
RENT,33000,10625,Good Loan
MORTGAGE,25000,3600,Good Loan
RENT,31000,8000,Bad Loan
RENT,15500,8000,Good Loan
MORTGAGE,48000,17000,Good Loan
MORTGAGE,42000,3500,Good Loan
RENT,56544,23000,Good Loan
RENT,44000,15000,Good Loan
MORTGAGE,200000,25000,Good Loan
RENT,40000,16000,Good Loan
MORTGAGE,64000,6625,Good Loan
RENT,29103,3000,Good Loan
MORTGAGE,58300,26375,Good Loan
RENT,175000,25000,Good Loan
RENT,80400,9000,Good Loan
OWN,50000,12600,Good Loan
RENT,40000,4850,Good Loan
RENT,23400,5000,Good Loan
RENT,45000,20000,Good Loan
MORTGAGE,49773,15000,Bad Loan
MORTGAGE,30576,10000,Good Loan
MORTGAGE,85000,35000,Good Loan
OWN,45000,6000,Good Loan
MORTGAGE,148112,15600,Bad Loan
RENT,33600,1000,Bad Loan
MORTGAGE,48000,27600,Bad Loan
OWN,55000,15600,Good Loan
MORTGAGE,53000,8000,Good Loan
RENT,69000,27600,Good Loan
RENT,19200,8000,Bad Loan
RENT,45000,7200,Good Loan
MORTGAGE,51000,13600,Bad Loan
MORTGAGE,60000,18000,Good Loan
RENT,79000,10000,Good Loan
RENT,78000,7800,Good Loan
RENT,60000,15200,Good Loan
RENT,45000,7000,Good Loan
RENT,75000,6000,Good Loan
RENT,83000,25000,Good Loan
MORTGAGE,91140,20000,Good Loan
MORTGAGE,75000,18000,Good Loan
RENT,70000,12000,Good Loan
RENT,12000,2400,Bad Loan
MORTGAGE,60000,35000,Good Loan
RENT,120000,30000,Good Loan
MORTGAGE,75000,14400,Bad Loan
MORTGAGE,42000,8675,Good Loan
MORTGAGE,240000,35000,Good Loan
MORTGAGE,94000,15000,Good Loan
RENT,72500,4200,Good Loan
RENT,75000,6500,Good Loan
RENT,165000,14950,Good Loan
MORTGAGE,110000,24000,Bad Loan
RENT,22000,9250,Good Loan
RENT,35000,4500,Good Loan
RENT,40000,6000,Good Loan
RENT,42000,12375,Good Loan
MORTGAGE,55000,12250,Good Loan
OWN,400000,35000,Good Loan
RENT,45000,7200,Bad Loan
RENT,36000,3000,Bad Loan
MORTGAGE,270000,35000,Bad Loan
RENT,65000,24000,Good Loan
RENT,65000,9000,Good Loan
MORTGAGE,140000,18000,Good Loan
RENT,40000,15000,Good Loan
MORTGAGE,90000,18000,Good Loan
MORTGAGE,72000,5000,Good Loan
RENT,50026,7000,Good Loan
RENT,40000,21250,Good Loan
MORTGAGE,106000,22400,Good Loan
MORTGAGE,86706,8500,Good Loan
MORTGAGE,86000,15000,Good Loan
MORTGAGE,38000,14800,Good Loan
RENT,63000,12000,Good Loan
RENT,80897,16000,Good Loan
RENT,39564,6000,Bad Loan
RENT,39800,2400,Good Loan
MORTGAGE,156000,25000,Good Loan
RENT,80700,20000,Good Loan
MORTGAGE,34000,12000,Bad Loan
RENT,125000,12000,Good Loan
RENT,72000,15000,Good Loan
OWN,48000,12000,Good Loan
RENT,50000,15000,Bad Loan
MORTGAGE,32976,15000,Bad Loan
MORTGAGE,60000,18825,Good Loan
RENT,21600,1500,Bad Loan
OWN,110000,28000,Good Loan
MORTGAGE,49000,13200,Good Loan
OWN,105000,4800,Good Loan
MORTGAGE,125000,12000,Good Loan
RENT,48000,1500,Good Loan
RENT,90000,30000,Bad Loan
RENT,36000,15000,Good Loan
MORTGAGE,480000,16000,Good Loan
MORTGAGE,36000,1000,Good Loan
MORTGAGE,36000,5250,Good Loan
MORTGAGE,60000,1500,Good Loan
RENT,48744,12000,Bad Loan
MORTGAGE,66000,13000,Good Loan
RENT,15648,2400,Good Loan
OWN,45760,14000,Bad Loan
RENT,99996,14800,Good Loan
RENT,36022,15000,Bad Loan
RENT,48000,8250,Good Loan
MORTGAGE,95000,7450,Good Loan
MORTGAGE,115000,22000,Good Loan
MORTGAGE,55000,3250,Good Loan
RENT,122500,10000,Good Loan
MORTGAGE,80000,4900,Good Loan
MORTGAGE,110000,35000,Bad Loan
RENT,54000,9500,Good Loan
MORTGAGE,47000,3800,Bad Loan
OWN,65004,12400,Bad Loan
RENT,45000,4000,Bad Loan
RENT,210000,7500,Good Loan
RENT,120000,12000,Good Loan
RENT,59000,18000,Good Loan
MORTGAGE,40000,8875,Bad Loan
RENT,135000,30000,Good Loan
MORTGAGE,69600,24625,Good Loan
OWN,25000,5000,Good Loan
RENT,36000,12000,Good Loan
MORTGAGE,66000,6000,Good Loan
MORTGAGE,80000,10000,Good Loan
RENT,36400,18200,Good Loan
MORTGAGE,71201,12000,Good Loan
MORTGAGE,36000,6250,Good Loan
MORTGAGE,52800,3600,Good Loan
RENT,65000,17900,Good Loan
RENT,36000,18000,Bad Loan
RENT,42682,8000,Good Loan
RENT,80000,30000,Bad Loan
MORTGAGE,36000,7125,Good Loan
RENT,31200,6400,Good Loan
RENT,133000,17400,Good Loan
RENT,108000,6000,Good Loan
RENT,118000,16000,Good Loan
RENT,52538,20000,Bad Loan
MORTGAGE,187000,14000,Good Loan
MORTGAGE,122000,35000,Good Loan
MORTGAGE,84000,7000,Good Loan
MORTGAGE,61000,9000,Good Loan
RENT,50000,10000,Bad Loan
RENT,30000,5500,Good Loan
RENT,76000,5000,Good Loan
RENT,60000,11000,Good Loan
MORTGAGE,78000,22000,Bad Loan
MORTGAGE,65000,34000,Good Loan
MORTGAGE,112000,15000,Good Loan
MORTGAGE,50000,12000,Good Loan
RENT,170000,12075,Good Loan
RENT,70000,6725,Good Loan
MORTGAGE,43000,15000,Good Loan
RENT,59000,18000,Bad Loan
MORTGAGE,86000,10000,Good Loan
MORTGAGE,46150,6500,Good Loan
MORTGAGE,96000,16000,Good Loan
MORTGAGE,90000,24400,Good Loan
RENT,57000,25450,Bad Loan
RENT,40320,12000,Good Loan
MORTGAGE,94000,20000,Bad Loan
RENT,40000,10000,Bad Loan
RENT,60000,6000,Good Loan
RENT,60000,3000,Good Loan
OWN,38000,9600,Good Loan
MORTGAGE,50400,12000,Good Loan
MORTGAGE,100000,21000,Bad Loan
MORTGAGE,40000,18000,Good Loan
MORTGAGE,63150,12000,Good Loan
RENT,54000,10000,Good Loan
MORTGAGE,62000,13000,Good Loan
RENT,120000,13000,Good Loan
MORTGAGE,55000,14125,Good Loan
OWN,50000,4200,Good Loan
MORTGAGE,67200,10000,Good Loan
RENT,46000,9500,Good Loan
RENT,36300,17000,Good Loan
OWN,125000,30000,Bad Loan
MORTGAGE,60000,30000,Good Loan
MORTGAGE,54000,5375,Good Loan
MORTGAGE,54000,14500,Good Loan
MORTGAGE,97500,30000,Bad Loan
RENT,100000,28000,Good Loan
MORTGAGE,68232,20000,Good Loan
OWN,15000,5000,Good Loan
RENT,90000,15000,Good Loan
RENT,37000,13000,Good Loan
MORTGAGE,300000,28000,Good Loan
RENT,30000,7200,Good Loan
MORTGAGE,55000,5225,Good Loan
MORTGAGE,180000,16000,Good Loan
RENT,90000,5000,Good Loan
MORTGAGE,90000,25000,Bad Loan
MORTGAGE,78000,20000,Good Loan
MORTGAGE,79200,10000,Good Loan
RENT,30000,14000,Good Loan
RENT,48000,12000,Good Loan
MORTGAGE,30000,4600,Good Loan
MORTGAGE,75000,7000,Good Loan
MORTGAGE,65000,12000,Good Loan
RENT,110000,20000,Bad Loan
MORTGAGE,200000,35000,Bad Loan
MORTGAGE,70000,20000,Good Loan
RENT,33000,18225,Good Loan
RENT,115000,6500,Good Loan
MORTGAGE,106000,20000,Good Loan
OWN,38400,25000,Good Loan
RENT,42000,8500,Good Loan
MORTGAGE,75000,4000,Good Loan
RENT,64000,12000,Good Loan
MORTGAGE,51000,6400,Good Loan
MORTGAGE,100904,35000,Good Loan
RENT,35000,16000,Good Loan
RENT,125000,11000,Good Loan
RENT,65000,3200,Good Loan
RENT,75000,3300,Good Loan
MORTGAGE,98280,9400,Good Loan
MORTGAGE,103000,4000,Good Loan
MORTGAGE,45000,25000,Bad Loan
RENT,62000,12000,Bad Loan
OWN,70000,10000,Good Loan
MORTGAGE,80000,12000,Good Loan
OWN,42000,18000,Good Loan
RENT,40000,15000,Good Loan
MORTGAGE,57468,14075,Good Loan
RENT,35000,14125,Bad Loan
OWN,26000,4800,Good Loan
MORTGAGE,48000,17175,Good Loan
MORTGAGE,33600,8000,Good Loan
MORTGAGE,22800,7125,Bad Loan
MORTGAGE,56650,6500,Good Loan
MORTGAGE,100000,19000,Good Loan
MORTGAGE,90000,21000,Good Loan
MORTGAGE,72000,12000,Good Loan
MORTGAGE,87120,2850,Good Loan
RENT,39624,13000,Good Loan
RENT,37000,8000,Good Loan
RENT,18000,1500,Good Loan
MORTGAGE,70000,30000,Good Loan
MORTGAGE,62000,9475,Good Loan
RENT,82400,9975,Good Loan
MORTGAGE,50400,3000,Good Loan
RENT,82000,20900,Good Loan
MORTGAGE,130000,30000,Good Loan
RENT,50000,8000,Good Loan
OWN,24000,6000,Good Loan
RENT,74030,2600,Good Loan
MORTGAGE,29000,11500,Good Loan
OWN,50000,5000,Good Loan
MORTGAGE,95000,6500,Good Loan
OWN,118355,14000,Good Loan
MORTGAGE,95000,24000,Good Loan
RENT,38000,12150,Bad Loan
MORTGAGE,72000,5800,Good Loan
MORTGAGE,100000,12000,Good Loan
MORTGAGE,54000,6000,Good Loan
MORTGAGE,50000,12000,Good Loan
MORTGAGE,42082,5000,Bad Loan
MORTGAGE,69500,23000,Good Loan
RENT,15000,2600,Good Loan
MORTGAGE,55000,3000,Good Loan
MORTGAGE,79000,10375,Good Loan
MORTGAGE,82008,7200,Good Loan
MORTGAGE,57000,17725,Good Loan
MORTGAGE,48000,15350,Good Loan
MORTGAGE,72000,4200,Good Loan
RENT,69000,4200,Good Loan
RENT,60630,10000,Good Loan
MORTGAGE,72000,5000,Good Loan
OWN,30000,14125,Good Loan
OWN,62000,20000,Good Loan
RENT,48000,9000,Bad Loan
RENT,85000,10000,Good Loan
OWN,180000,10000,Good Loan
MORTGAGE,38000,5400,Good Loan
MORTGAGE,100000,9000,Good Loan
RENT,66000,4800,Bad Loan
MORTGAGE,134500,24000,Good Loan
MORTGAGE,40000,17600,Good Loan
MORTGAGE,77000,12000,Good Loan
OWN,46000,4925,Good Loan
RENT,31700,7200,Bad Loan
MORTGAGE,81840,30000,Good Loan
RENT,72000,15000,Good Loan
RENT,101000,20000,Good Loan
RENT,21000,8000,Bad Loan
MORTGAGE,70000,18000,Good Loan
MORTGAGE,37000,6400,Good Loan
MORTGAGE,54000,9600,Good Loan
MORTGAGE,80000,7000,Good Loan
RENT,90000,7000,Good Loan
RENT,59000,9600,Good Loan
MORTGAGE,50000,10000,Good Loan
MORTGAGE,140000,18000,Good Loan
MORTGAGE,72000,8400,Good Loan
RENT,111396,33600,Good Loan
MORTGAGE,105000,7200,Good Loan
RENT,30000,4550,Good Loan
OWN,37500,18750,Good Loan
MORTGAGE,192000,5600,Good Loan
RENT,55000,4200,Good Loan
OWN,38000,12600,Bad Loan
MORTGAGE,54000,4800,Good Loan
MORTGAGE,96000,3000,Good Loan
MORTGAGE,100800,22000,Good Loan
RENT,71000,20000,Good Loan
MORTGAGE,30000,4750,Good Loan
RENT,66000,7500,Good Loan
RENT,65000,15000,Good Loan
MORTGAGE,94325,30000,Good Loan
MORTGAGE,75500,9000,Good Loan
MORTGAGE,156000,35000,Good Loan
RENT,50000,26000,Bad Loan
MORTGAGE,95000,6400,Good Loan
RENT,48000,10800,Good Loan
RENT,74500,3000,Good Loan
RENT,37200,4500,Good Loan
MORTGAGE,65000,15000,Good Loan
RENT,55000,12600,Good Loan
MORTGAGE,150000,25000,Good Loan
MORTGAGE,130000,10200,Good Loan
RENT,74000,20000,Good Loan
MORTGAGE,90000,7000,Good Loan
MORTGAGE,107496,20000,Good Loan
RENT,175000,17000,Good Loan
MORTGAGE,79200,5000,Good Loan
RENT,93000,21000,Good Loan
MORTGAGE,61000,12000,Good Loan
RENT,228000,24000,Good Loan
RENT,54000,5400,Good Loan
MORTGAGE,62000,9400,Good Loan
RENT,55000,15125,Good Loan
RENT,140000,12000,Good Loan
RENT,30000,12000,Good Loan
MORTGAGE,55000,10000,Good Loan
MORTGAGE,190000,30000,Bad Loan
MORTGAGE,38492,6500,Good Loan
MORTGAGE,30000,8000,Good Loan
RENT,54000,3600,Good Loan
RENT,80000,7100,Bad Loan
RENT,15000,2400,Good Loan
MORTGAGE,21888,10950,Bad Loan
MORTGAGE,80000,4000,Bad Loan
RENT,64590,12600,Good Loan
MORTGAGE,60000,12000,Good Loan
MORTGAGE,136000,35000,Good Loan
RENT,48000,25000,Good Loan
MORTGAGE,70000,5200,Good Loan
OWN,25000,8500,Good Loan
MORTGAGE,64000,12000,Bad Loan
RENT,47000,13000,Good Loan
RENT,50400,1800,Bad Loan
MORTGAGE,60000,10000,Good Loan
MORTGAGE,88000,12475,Good Loan
MORTGAGE,44000,3200,Good Loan
RENT,40000,5500,Good Loan
RENT,38500,14675,Bad Loan
RENT,8000,2100,Good Loan
RENT,28500,3825,Bad Loan
MORTGAGE,85000,23200,Bad Loan
RENT,100000,5000,Good Loan
MORTGAGE,45600,12000,Good Loan
RENT,74000,8500,Good Loan
MORTGAGE,76800,12000,Good Loan
MORTGAGE,96000,31000,Good Loan
MORTGAGE,55172,12600,Good Loan
RENT,33000,7600,Good Loan
RENT,16800,2750,Good Loan
RENT,72000,20000,Good Loan
MORTGAGE,45600,7000,Good Loan
RENT,80400,7000,Good Loan
RENT,91200,24000,Good Loan
MORTGAGE,90000,13200,Good Loan
RENT,48000,6000,Good Loan
MORTGAGE,185000,35000,Good Loan
MORTGAGE,40000,4625,Good Loan
MORTGAGE,65000,13000,Good Loan
RENT,50000,11200,Good Loan
MORTGAGE,150000,6000,Good Loan
MORTGAGE,65000,17600,Bad Loan
OWN,27600,2500,Good Loan
RENT,130000,15000,Good Loan
RENT,36000,8000,Bad Loan
MORTGAGE,95000,15000,Good Loan
RENT,51996,14000,Good Loan
OWN,79200,3800,Good Loan
OWN,110000,35000,Bad Loan
OWN,14400,3000,Good Loan
RENT,70000,5600,Good Loan
RENT,85000,12000,Good Loan
RENT,19200,6000,Good Loan
MORTGAGE,78000,27250,Good Loan
OWN,45000,12000,Good Loan
MORTGAGE,57600,25000,Good Loan
MORTGAGE,80000,13000,Good Loan
RENT,72000,8000,Good Loan
MORTGAGE,104000,13600,Good Loan
MORTGAGE,103800,30000,Good Loan
MORTGAGE,52000,8000,Good Loan
MORTGAGE,200000,30000,Good Loan
RENT,63372,3000,Good Loan
MORTGAGE,155000,24000,Good Loan
RENT,90000,15000,Good Loan
OWN,60000,9400,Good Loan
MORTGAGE,57600,20000,Good Loan
MORTGAGE,97500,20000,Good Loan
OWN,6000,1300,Good Loan
RENT,45000,10000,Good Loan
RENT,50000,8000,Good Loan
RENT,33204,2800,Good Loan
RENT,77100,35000,Good Loan
RENT,35004,2700,Good Loan
MORTGAGE,90000,35000,Bad Loan
MORTGAGE,76700,19000,Good Loan
MORTGAGE,70000,23000,Bad Loan
MORTGAGE,106000,12175,Good Loan
RENT,62000,25000,Good Loan
RENT,36000,10000,Good Loan
RENT,52273,5000,Good Loan
MORTGAGE,65000,12000,Bad Loan
RENT,60000,25000,Good Loan
MORTGAGE,95000,3500,Good Loan
MORTGAGE,124000,16000,Good Loan
RENT,148080,20000,Good Loan
MORTGAGE,50000,7500,Bad Loan
RENT,40000,5000,Good Loan
MORTGAGE,95000,35000,Good Loan
OWN,100000,10000,Bad Loan
RENT,57000,10000,Good Loan
MORTGAGE,90000,3600,Good Loan
RENT,48000,5600,Good Loan
RENT,42000,14000,Good Loan
MORTGAGE,21600,7575,Good Loan
MORTGAGE,62500,23525,Good Loan
RENT,54000,10000,Good Loan
RENT,92000,35000,Good Loan
MORTGAGE,45760,9300,Good Loan
OWN,38400,7000,Good Loan
MORTGAGE,43200,8400,Good Loan
MORTGAGE,70000,17000,Good Loan
RENT,20000,5000,Good Loan
MORTGAGE,75000,20000,Good Loan
MORTGAGE,65000,3000,Good Loan
OWN,42000,12000,Good Loan
RENT,88000,15000,Good Loan
MORTGAGE,96000,5500,Good Loan
RENT,24000,1450,Good Loan
RENT,150000,30000,Good Loan
RENT,50000,8000,Good Loan
OWN,27600,7000,Bad Loan
RENT,60000,10000,Good Loan
OWN,102000,20000,Good Loan
MORTGAGE,47000,6600,Good Loan
RENT,30000,6000,Good Loan
MORTGAGE,120000,7000,Good Loan
RENT,23400,4000,Good Loan
RENT,59000,12350,Bad Loan
RENT,52000,10000,Good Loan
MORTGAGE,60000,12000,Good Loan
MORTGAGE,75000,18400,Bad Loan
MORTGAGE,80000,24000,Good Loan
MORTGAGE,54000,10000,Good Loan
RENT,36000,20000,Good Loan
RENT,52800,15000,Good Loan
RENT,26400,3600,Good Loan
MORTGAGE,25920,11325,Good Loan
MORTGAGE,68000,25000,Good Loan
RENT,65000,3100,Good Loan
MORTGAGE,150000,20000,Good Loan
MORTGAGE,75000,14400,Good Loan
MORTGAGE,31200,5850,Good Loan
MORTGAGE,124800,5000,Good Loan
MORTGAGE,45000,3000,Good Loan
MORTGAGE,88000,35000,Bad Loan
RENT,77000,12000,Good Loan
RENT,55000,30000,Good Loan
OWN,50000,20000,Good Loan
RENT,43200,7000,Bad Loan
RENT,39000,8000,Good Loan
MORTGAGE,28776,8000,Good Loan
MORTGAGE,83000,5000,Good Loan
RENT,85000,17500,Good Loan
RENT,58800,9000,Good Loan
MORTGAGE,79416,6000,Good Loan
MORTGAGE,48662,8000,Good Loan
RENT,30000,7200,Bad Loan
RENT,120000,7500,Good Loan
RENT,24000,2500,Good Loan
RENT,40000,6000,Good Loan
RENT,60000,13200,Good Loan
RENT,52000,16800,Good Loan
RENT,50000,7500,Bad Loan
RENT,41000,6000,Good Loan
OWN,35880,17950,Good Loan
RENT,50000,9525,Good Loan
MORTGAGE,65000,12000,Good Loan
MORTGAGE,70116,5000,Good Loan
OWN,74700,14000,Good Loan
MORTGAGE,76800,13000,Good Loan
